"dataset","transformation","host_variable","Variable.Description","otu","estimate","direction","rank_within_direction","Phylum","raw_genus_label","annotation_label_clean"
"exWAS","clr","URXP03","3-hydroxyfluorene (ng/L)","RSV_genus1234",-0.000393359334632298,"negative",7,"Proteobacteria","Mannheimia","Mannheimia"
"exWAS","clr","URXP03","3-hydroxyfluorene (ng/L)","RSV_genus683",-0.000307286424605925,"negative",8,"Firmicutes","Ruminococcaceae_UCG-014","Ruminococcaceae"
"exWAS","clr","URXP03","3-hydroxyfluorene (ng/L)","RSV_genus1241",-0.000115141713762324,"negative",9,"Proteobacteria","Moraxella","Moraxella"
"exWAS","clr","URXP03","3-hydroxyfluorene (ng/L)","RSV_genus1064",-9.83691444308188e-05,"negative",10,"Proteobacteria","Simonsiella","Simonsiella"
"exWAS","clr","URXP03","3-hydroxyfluorene (ng/L)","RSV_genus172",-4.75747837120462e-05,"negative",11,"Actinobacteria","Tessaracoccus","Tessaracoccus"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus519",0.000525550026691004,"positive",1,"Firmicutes","Lactobacillus","Lactobacillus"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus698",0.000294098656006491,"positive",2,"Firmicutes","Bulleidia","Bulleidia"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus45",0.00029253383623143,"positive",3,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus1322",0.000263777691744555,"positive",4,"Tenericutes","Mycoplasma","Mycoplasma"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus726",0.000259930292187046,"positive",5,"Firmicutes","Anaeroglobus","Anaeroglobus"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus646",0.000256433422162251,"positive",6,"Firmicutes","Filifactor","Filifactor"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus1309",0.00024599874063402,"positive",7,"Synergistetes","Fretibacterium","Fretibacterium"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus1307",0.000224653744893372,"positive",8,"Spirochaetae","Treponema_2","Treponema"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus579",0.000217176272557716,"positive",9,"Firmicutes","Incertae_Sedis",NA
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus729",0.000194756673833704,"positive",10,"Firmicutes","Dialister","Dialister"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus193",0.000188216236523653,"positive",11,"Actinobacteria","Atopobium","Atopobium"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus196",0.000181246437492739,"positive",12,"Actinobacteria","Cryptobacterium","Cryptobacterium"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus49",0.000178708930159832,"positive",13,"Actinobacteria","Parascardovia","Parascardovia"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus201",0.000130248648511292,"positive",14,"Actinobacteria","Olsenella","Olsenella"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus737",0.000122067736342444,"positive",15,"Firmicutes","Selenomonas_4","Selenomonas"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus1228",-0.000367010163733034,"negative",1,"Proteobacteria","Actinobacillus","Actinobacillus"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus993",-0.000359920426840697,"negative",2,"Proteobacteria","Lautropia","Lautropia"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus1063",-0.000357862651492071,"negative",3,"Proteobacteria","Neisseria","Neisseria"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus499",-0.000290142474225476,"negative",4,"Firmicutes","Abiotrophia","Abiotrophia"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus1161",-0.000259098959662242,"negative",5,"Proteobacteria","Cardiobacterium","Cardiobacterium"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus318",-0.000253961015962937,"negative",6,"Bacteroidetes","Bergeyella","Bergeyella"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus1234",-0.000224563789015192,"negative",7,"Proteobacteria","Mannheimia","Mannheimia"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus683",-0.000174991143350219,"negative",8,"Firmicutes","Ruminococcaceae_UCG-014","Ruminococcaceae"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus1064",-5.48484173089313e-05,"negative",9,"Proteobacteria","Simonsiella","Simonsiella"
"exWAS","clr","URXP04","2-hydroxyfluorene (ng/L)","RSV_genus172",-3.16157731845101e-05,"negative",10,"Actinobacteria","Tessaracoccus","Tessaracoccus"
"exWAS","clr","URXP05","3-hydroxyphenanthrene (ng/L)","RSV_genus646",0.00163201535773518,"positive",1,"Firmicutes","Filifactor","Filifactor"
"exWAS","clr","URXP05","3-hydroxyphenanthrene (ng/L)","RSV_genus1309",0.0014864535896643,"positive",2,"Synergistetes","Fretibacterium","Fretibacterium"
"exWAS","clr","URXP05","3-hydroxyphenanthrene (ng/L)","RSV_genus1322",0.00143668842767182,"positive",3,"Tenericutes","Mycoplasma","Mycoplasma"
"exWAS","clr","URXP05","3-hydroxyphenanthrene (ng/L)","RSV_genus1307",0.0014014570359837,"positive",4,"Spirochaetae","Treponema_2","Treponema"
"exWAS","clr","URXP05","3-hydroxyphenanthrene (ng/L)","RSV_genus726",0.00139320397587858,"positive",5,"Firmicutes","Anaeroglobus","Anaeroglobus"
"exWAS","clr","URXP05","3-hydroxyphenanthrene (ng/L)","RSV_genus698",0.00134738329456524,"positive",6,"Firmicutes","Bulleidia","Bulleidia"
"exWAS","clr","URXP05","3-hydroxyphenanthrene (ng/L)","RSV_genus729",0.00127942377297494,"positive",7,"Firmicutes","Dialister","Dialister"
"exWAS","clr","URXP05","3-hydroxyphenanthrene (ng/L)","RSV_genus579",0.00114082546259127,"positive",8,"Firmicutes","Incertae_Sedis",NA
"exWAS","clr","URXP05","3-hydroxyphenanthrene (ng/L)","RSV_genus630",0.00109242175012312,"positive",9,"Firmicutes","Shuttleworthia","Shuttleworthia"
"exWAS","clr","URXP05","3-hydroxyphenanthrene (ng/L)","RSV_genus193",0.00105291954645391,"positive",10,"Actinobacteria","Atopobium","Atopobium"
"exWAS","clr","URXP05","3-hydroxyphenanthrene (ng/L)","RSV_genus735",0.00105213595112023,"positive",11,"Firmicutes","Selenomonas","Selenomonas"
"exWAS","clr","URXP05","3-hydroxyphenanthrene (ng/L)","RSV_genus45",0.00102950352531013,"positive",12,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"exWAS","clr","URXP05","3-hydroxyphenanthrene (ng/L)","RSV_genus255",0.0009895052431451,"positive",13,"Bacteroidetes","Tannerella","Tannerella"
"exWAS","clr","URXP05","3-hydroxyphenanthrene (ng/L)","RSV_genus731",0.000865786301908664,"positive",14,"Firmicutes","Megasphaera","Megasphaera"
"exWAS","clr","URXP05","3-hydroxyphenanthrene (ng/L)","RSV_genus196",0.000801506874292551,"positive",15,"Actinobacteria","Cryptobacterium","Cryptobacterium"
"exWAS","clr","URXP05","3-hydroxyphenanthrene (ng/L)","RSV_genus172",-0.000188710888545363,"negative",1,"Actinobacteria","Tessaracoccus","Tessaracoccus"
"exWAS","clr","URXP05","3-hydroxyphenanthrene (ng/L)","RSV_genus960",-8.25291367634684e-05,"negative",2,"Proteobacteria","Porphyrobacter","Porphyrobacter"
"exWAS","clr","URXP05","3-hydroxyphenanthrene (ng/L)","RSV_genus326",-7.48471158318803e-05,"negative",3,"Bacteroidetes","Flavobacterium","Flavobacterium"
"exWAS","clr","URXP05","3-hydroxyphenanthrene (ng/L)","RSV_genus510",-6.94387157380539e-05,"negative",4,"Firmicutes","Dolosigranulum","Dolosigranulum"
"exWAS","clr","URXP06","1-hydroxyphenanthrene (ng/L)","RSV_genus729",0.00082313020318763,"positive",1,"Firmicutes","Dialister","Dialister"
"exWAS","clr","URXP06","1-hydroxyphenanthrene (ng/L)","RSV_genus698",0.000815401836545343,"positive",2,"Firmicutes","Bulleidia","Bulleidia"
"exWAS","clr","URXP06","1-hydroxyphenanthrene (ng/L)","RSV_genus193",0.000797914794266817,"positive",3,"Actinobacteria","Atopobium","Atopobium"
"exWAS","clr","URXP06","1-hydroxyphenanthrene (ng/L)","RSV_genus731",0.000759336232141658,"positive",4,"Firmicutes","Megasphaera","Megasphaera"
"exWAS","clr","URXP06","1-hydroxyphenanthrene (ng/L)","RSV_genus255",0.0007545410410113,"positive",5,"Bacteroidetes","Tannerella","Tannerella"
"exWAS","clr","URXP06","1-hydroxyphenanthrene (ng/L)","RSV_genus735",0.000708983265533265,"positive",6,"Firmicutes","Selenomonas","Selenomonas"
"exWAS","clr","URXP06","1-hydroxyphenanthrene (ng/L)","RSV_genus263",0.000686437598063735,"positive",7,"Bacteroidetes","Prevotella_7","Prevotella"
"exWAS","clr","URXP06","1-hydroxyphenanthrene (ng/L)","RSV_genus35",0.000672466946387683,"positive",8,"Actinobacteria","Actinomyces","Actinomyces"
"exWAS","clr","URXP06","1-hydroxyphenanthrene (ng/L)","RSV_genus510",-5.30164473816926e-05,"negative",1,"Firmicutes","Dolosigranulum","Dolosigranulum"
"exWAS","clr","URXP07","2-hydroxyphenanthrene (ng/L)","RSV_genus646",0.00211779285316469,"positive",1,"Firmicutes","Filifactor","Filifactor"
"exWAS","clr","URXP07","2-hydroxyphenanthrene (ng/L)","RSV_genus729",0.00173611001540811,"positive",2,"Firmicutes","Dialister","Dialister"
"exWAS","clr","URXP07","2-hydroxyphenanthrene (ng/L)","RSV_genus698",0.00173472534273696,"positive",3,"Firmicutes","Bulleidia","Bulleidia"
"exWAS","clr","URXP07","2-hydroxyphenanthrene (ng/L)","RSV_genus582",0.0015903277495571,"positive",4,"Firmicutes","Eubacterium","Eubacterium"
"exWAS","clr","URXP07","2-hydroxyphenanthrene (ng/L)","RSV_genus255",0.0014942444264271,"positive",5,"Bacteroidetes","Tannerella","Tannerella"
"exWAS","clr","URXP07","2-hydroxyphenanthrene (ng/L)","RSV_genus630",0.00147182096117309,"positive",6,"Firmicutes","Shuttleworthia","Shuttleworthia"
"exWAS","clr","URXP07","2-hydroxyphenanthrene (ng/L)","RSV_genus193",0.00145298419781076,"positive",7,"Actinobacteria","Atopobium","Atopobium"
"exWAS","clr","URXP07","2-hydroxyphenanthrene (ng/L)","RSV_genus261",0.00144357649050873,"positive",8,"Bacteroidetes","Prevotella_2","Prevotella"
"exWAS","clr","URXP07","2-hydroxyphenanthrene (ng/L)","RSV_genus580",0.00129035530360764,"positive",9,"Firmicutes","Mogibacterium","Mogibacterium"
"exWAS","clr","URXP07","2-hydroxyphenanthrene (ng/L)","RSV_genus731",0.00125317132655154,"positive",10,"Firmicutes","Megasphaera","Megasphaera"
"exWAS","clr","URXP07","2-hydroxyphenanthrene (ng/L)","RSV_genus555",0.00109898814306765,"positive",11,"Firmicutes","Defluviitaleaceae_UCG-011","Defluviitaleaceae"
"exWAS","clr","URXP07","2-hydroxyphenanthrene (ng/L)","RSV_genus578",0.00109496333793558,"positive",12,"Firmicutes","Family_XIII_UCG-001","Family"
"exWAS","clr","URXP07","2-hydroxyphenanthrene (ng/L)","RSV_genus35",0.00104564856251774,"positive",13,"Actinobacteria","Actinomyces","Actinomyces"
"exWAS","clr","URXP07","2-hydroxyphenanthrene (ng/L)","RSV_genus740",0.000968611149094991,"positive",14,"Firmicutes","Veillonella","Veillonella"
"exWAS","clr","URXP07","2-hydroxyphenanthrene (ng/L)","RSV_genus1133",0.000948777406198659,"positive",15,"Proteobacteria","Campylobacter","Campylobacter"
"exWAS","clr","URXP07","2-hydroxyphenanthrene (ng/L)","RSV_genus172",-0.000244218139823206,"negative",1,"Actinobacteria","Tessaracoccus","Tessaracoccus"
"exWAS","clr","URXP07","2-hydroxyphenanthrene (ng/L)","RSV_genus960",-0.000111736053206603,"negative",2,"Proteobacteria","Porphyrobacter","Porphyrobacter"
"exWAS","clr","URXP07","2-hydroxyphenanthrene (ng/L)","RSV_genus510",-8.91744965590166e-05,"negative",3,"Firmicutes","Dolosigranulum","Dolosigranulum"
"exWAS","clr","URXP10","1-hydroxypyrene (ng/L)","RSV_genus519",0.000635475986400213,"positive",1,"Firmicutes","Lactobacillus","Lactobacillus"
"exWAS","clr","URXP10","1-hydroxypyrene (ng/L)","RSV_genus1322",0.000490138196274208,"positive",2,"Tenericutes","Mycoplasma","Mycoplasma"
"exWAS","clr","URXP10","1-hydroxypyrene (ng/L)","RSV_genus51",0.000395997771373652,"positive",3,"Actinobacteria","Scardovia","Scardovia"
"exWAS","clr","URXP10","1-hydroxypyrene (ng/L)","RSV_genus731",0.000356615955760021,"positive",4,"Firmicutes","Megasphaera","Megasphaera"
"exWAS","clr","URXP10","1-hydroxypyrene (ng/L)","RSV_genus729",0.000349856906021876,"positive",5,"Firmicutes","Dialister","Dialister"
"exWAS","clr","URXP10","1-hydroxypyrene (ng/L)","RSV_genus193",0.000337755105748229,"positive",6,"Actinobacteria","Atopobium","Atopobium"
"exWAS","clr","URXP10","1-hydroxypyrene (ng/L)","RSV_genus196",0.000313177604007706,"positive",7,"Actinobacteria","Cryptobacterium","Cryptobacterium"
"exWAS","clr","URXP10","1-hydroxypyrene (ng/L)","RSV_genus735",0.000302319466934049,"positive",8,"Firmicutes","Selenomonas","Selenomonas"
"exWAS","clr","URXP10","1-hydroxypyrene (ng/L)","RSV_genus49",0.000258673624721894,"positive",9,"Actinobacteria","Parascardovia","Parascardovia"
"exWAS","clr","URXP10","1-hydroxypyrene (ng/L)","RSV_genus326",-2.41264485549314e-05,"negative",1,"Bacteroidetes","Flavobacterium","Flavobacterium"
"exWAS","clr","URXP17","9-hydroxyfluorene (ng/L)","RSV_genus52",7.00688034774952e-05,"positive",1,"Actinobacteria","Corynebacterium","Corynebacterium"
"exWAS","clr","URXPPB","Propyl paraben (ng/ml)","RSV_genus609",-0.00020283476018611,"negative",1,"Firmicutes","Lachnospiraceae_AC2044_group","Lachnospiraceae"
"exWAS","clr","URXPPB","Propyl paraben (ng/ml)","RSV_genus728",-0.000157610222959067,"negative",2,"Firmicutes","Centipeda","Centipeda"
"exWAS","clr","URXSCN","Urinary thiocyanate (ng/mL)","RSV_genus560",2.67941668882128e-05,"positive",1,"Firmicutes","Pseudoramibacter","Pseudoramibacter"
"exWAS","clr","URXSCN","Urinary thiocyanate (ng/mL)","RSV_genus201",2.43732194050846e-05,"positive",2,"Actinobacteria","Olsenella","Olsenella"
"exWAS","clr","URXSCN","Urinary thiocyanate (ng/mL)","RSV_genus737",2.42331955393575e-05,"positive",3,"Firmicutes","Selenomonas_4","Selenomonas"
"exWAS","clr","URXSCN","Urinary thiocyanate (ng/mL)","RSV_genus630",1.94161434077666e-05,"positive",4,"Firmicutes","Shuttleworthia","Shuttleworthia"
"exWAS","clr","URXSCN","Urinary thiocyanate (ng/mL)","RSV_genus47",1.87381073211593e-05,"positive",5,"Actinobacteria","Metascardovia","Metascardovia"
"exWAS","clr","URXSCN","Urinary thiocyanate (ng/mL)","RSV_genus562",1.15364744471003e-05,"positive",6,"Firmicutes","Ezakiella","Ezakiella"
"exWAS","clr","URXTRS","Urinary 2,4,4’-Trichloro-2’-hydroxyphenyl ether (Triclosan)","RSV_genus631",0.000364388352420119,"positive",1,"Firmicutes","Stomatobaculum","Stomatobaculum"
"exWAS","clr","URXTRS","Urinary 2,4,4’-Trichloro-2’-hydroxyphenyl ether (Triclosan)","RSV_genus499",-0.000852705362735052,"negative",1,"Firmicutes","Abiotrophia","Abiotrophia"
"exWAS","clr","URXTRS","Urinary 2,4,4’-Trichloro-2’-hydroxyphenyl ether (Triclosan)","RSV_genus728",-0.000160870581227869,"negative",2,"Firmicutes","Centipeda","Centipeda"
"exWAS","clr","URXUAB","Urinary Arsenobetaine (ug/L)","RSV_genus1229",0.00436108380770023,"positive",1,"Proteobacteria","Aggregatibacter","Aggregatibacter"
"exWAS","clr","URXUAB","Urinary Arsenobetaine (ug/L)","RSV_genus683",0.00231793119619052,"positive",2,"Firmicutes","Ruminococcaceae_UCG-014","Ruminococcaceae"
"exWAS","clr","URXUAB","Urinary Arsenobetaine (ug/L)","RSV_genus1188",-0.000457197526211433,"negative",1,"Proteobacteria","Pantoea","Pantoea"
"exWAS","clr","URXUAC","Urinary Arsenocholine (ug/L)","RSV_genus998",5.81539028127297,"positive",1,"Proteobacteria","Ralstonia","Ralstonia"
"exWAS","clr","URXUAC","Urinary Arsenocholine (ug/L)","RSV_genus1238",3.71184472445325,"positive",2,"Proteobacteria","Acinetobacter","Acinetobacter"
"exWAS","clr","URXUAC","Urinary Arsenocholine (ug/L)","RSV_genus253",3.7032610579184,"positive",3,"Bacteroidetes","Porphyromonas","Porphyromonas"
"exWAS","clr","URXUAC","Urinary Arsenocholine (ug/L)","RSV_genus1063",3.12611132969879,"positive",4,"Proteobacteria","Neisseria","Neisseria"
"exWAS","clr","URXUAC","Urinary Arsenocholine (ug/L)","RSV_genus1161",2.99931401213782,"positive",5,"Proteobacteria","Cardiobacterium","Cardiobacterium"
"exWAS","clr","URXUAC","Urinary Arsenocholine (ug/L)","RSV_genus1061",2.83578811269269,"positive",6,"Proteobacteria","Kingella","Kingella"
"exWAS","clr","URXUAS","Urinary total arsenic (ug/L)","RSV_genus1229",0.00332660759642089,"positive",1,"Proteobacteria","Aggregatibacter","Aggregatibacter"
"exWAS","clr","URXUAS","Urinary total arsenic (ug/L)","RSV_genus683",0.00203824349855314,"positive",2,"Firmicutes","Ruminococcaceae_UCG-014","Ruminococcaceae"
"exWAS","clr","URXUAS","Urinary total arsenic (ug/L)","RSV_genus253",0.00188894291709021,"positive",3,"Bacteroidetes","Porphyromonas","Porphyromonas"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus519",0.0151953690006453,"positive",1,"Firmicutes","Lactobacillus","Lactobacillus"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus1248",0.0137790662830972,"positive",2,"Proteobacteria","Pseudomonas","Pseudomonas"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus494",0.0116290094925157,"positive",3,"Firmicutes","Staphylococcus","Staphylococcus"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus561",0.0115252973555062,"positive",4,"Firmicutes","Anaerococcus","Anaerococcus"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus1198",0.00941896345333537,"positive",5,"Proteobacteria","Yersinia","Yersinia"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus45",0.00865890768619708,"positive",6,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus998",0.00802737989208267,"positive",7,"Proteobacteria","Ralstonia","Ralstonia"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus1007",0.00801097727490574,"positive",8,"Proteobacteria","Curvibacter","Curvibacter"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus53",0.00673760858444372,"positive",9,"Actinobacteria","Corynebacterium_1","Corynebacterium"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus964",0.0057641497561234,"positive",10,"Proteobacteria","Blastomonas","Blastomonas"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus1076",0.00569761013892444,"positive",11,"Proteobacteria","Dechloromonas","Dechloromonas"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus1333",0.00244586391327146,"positive",12,"Verrucomicrobia","Opitutus","Opitutus"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus1233",-0.0146813307809036,"negative",1,"Proteobacteria","Haemophilus","Haemophilus"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus1063",-0.0126933158310982,"negative",2,"Proteobacteria","Neisseria","Neisseria"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus318",-0.0101473238702377,"negative",3,"Bacteroidetes","Bergeyella","Bergeyella"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus716",-0.00976439691314871,"negative",4,"Firmicutes","Solobacterium","Solobacterium"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus259",-0.00969489756846935,"negative",5,"Bacteroidetes","Prevotella","Prevotella"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus568",-0.00867333723434691,"negative",6,"Firmicutes","Parvimonas","Parvimonas"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus583",-0.00774211657271063,"negative",7,"Firmicutes","Eubacterium","Eubacterium"
"exWAS","clr","URXUBA","Barium, urine (ug/L)","RSV_genus1228",-0.00667386129879639,"negative",8,"Proteobacteria","Actinobacillus","Actinobacillus"
"exWAS","clr","URXUCD","Cadmium, urine (ug/L)","RSV_genus726",0.442533455846994,"positive",1,"Firmicutes","Anaeroglobus","Anaeroglobus"
"exWAS","clr","URXUCD","Cadmium, urine (ug/L)","RSV_genus172",-0.0621833159352577,"negative",1,"Actinobacteria","Tessaracoccus","Tessaracoccus"
"exWAS","clr","URXUCL","Urinary Chlamydia","RSV_genus528",0.160472199279446,"positive",1,"Firmicutes","Lactococcus","Lactococcus"
"exWAS","clr","URXUCL","Urinary Chlamydia","RSV_genus1076",0.151749654455584,"positive",2,"Proteobacteria","Dechloromonas","Dechloromonas"
"exWAS","clr","URXUCL","Urinary Chlamydia","RSV_genus971",0.0956915328722393,"positive",3,"Proteobacteria","Sphingomonas","Sphingomonas"
"exWAS","clr","URXUCL","Urinary Chlamydia","RSV_genus170",0.0883682002097557,"positive",4,"Actinobacteria","Propionibacterium","Propionibacterium"
"exWAS","clr","URXUCL","Urinary Chlamydia","RSV_genus1096",0.0867284572352189,"positive",5,"Proteobacteria","Bilophila","Bilophila"
"exWAS","clr","URXUCL","Urinary Chlamydia","RSV_genus819",0.0792823148693022,"positive",6,"Proteobacteria","Bradyrhizobium","Bradyrhizobium"
"exWAS","clr","URXUCL","Urinary Chlamydia","RSV_genus1246",0.0613152027107048,"positive",7,"Proteobacteria","Azomonas","Azomonas"
"exWAS","clr","URXUCL","Urinary Chlamydia","RSV_genus320",0.0533757834435606,"positive",8,"Bacteroidetes","Chryseobacterium","Chryseobacterium"
"exWAS","clr","URXUCL","Urinary Chlamydia","RSV_genus538",0.041394066987952,"positive",9,"Firmicutes","Clostridium_sensu_stricto_1","Clostridium"
"exWAS","clr","URXUCO","Cobalt, urine (ug/L)","RSV_genus499",0.0865574401226815,"positive",1,"Firmicutes","Abiotrophia","Abiotrophia"
"exWAS","clr","URXUCO","Cobalt, urine (ug/L)","RSV_genus1161",0.0772664654558716,"positive",2,"Proteobacteria","Cardiobacterium","Cardiobacterium"
"exWAS","clr","URXUCO","Cobalt, urine (ug/L)","RSV_genus253",0.0683520583177633,"positive",3,"Bacteroidetes","Porphyromonas","Porphyromonas"
"exWAS","clr","URXUCO","Cobalt, urine (ug/L)","RSV_genus52",0.0681710710185602,"positive",4,"Actinobacteria","Corynebacterium","Corynebacterium"
"exWAS","clr","URXUCO","Cobalt, urine (ug/L)","RSV_genus51",0.0668928637495001,"positive",5,"Actinobacteria","Scardovia","Scardovia"
"exWAS","clr","URXUCO","Cobalt, urine (ug/L)","RSV_genus319",0.0561105614974913,"positive",6,"Bacteroidetes","Capnocytophaga","Capnocytophaga"
"exWAS","clr","URXUCS","Cesium, urine (ug/L)","RSV_genus795",-0.00766616656360058,"negative",1,"Proteobacteria","Brevundimonas","Brevundimonas"
"exWAS","clr","URXUDMA","Urinary Dimethylarsinic acid (ug/L)","RSV_genus1229",0.023522873822304,"positive",1,"Proteobacteria","Aggregatibacter","Aggregatibacter"
"exWAS","clr","URXUDMA","Urinary Dimethylarsinic acid (ug/L)","RSV_genus253",0.0230403520724898,"positive",2,"Bacteroidetes","Porphyromonas","Porphyromonas"
"exWAS","clr","URXUDMA","Urinary Dimethylarsinic acid (ug/L)","RSV_genus650",0.022997324432665,"positive",3,"Firmicutes","Peptostreptococcus","Peptostreptococcus"
"exWAS","clr","URXUDMA","Urinary Dimethylarsinic acid (ug/L)","RSV_genus256",0.0160736874015526,"positive",4,"Bacteroidetes","Alloprevotella","Alloprevotella"
"exWAS","clr","URXUDMA","Urinary Dimethylarsinic acid (ug/L)","RSV_genus578",0.0140996461524318,"positive",5,"Firmicutes","Family_XIII_UCG-001","Family"
"exWAS","clr","URXUDMA","Urinary Dimethylarsinic acid (ug/L)","RSV_genus132",-0.00187060116861762,"negative",1,"Actinobacteria","Micrococcus","Micrococcus"
"exWAS","clr","URXUMO","Molybdenum, urine (ug/L)","RSV_genus603",0.00297100794336195,"positive",1,"Firmicutes","Johnsonella","Johnsonella"
"exWAS","clr","URXUMO","Molybdenum, urine (ug/L)","RSV_genus170",-0.000544217804585596,"negative",1,"Actinobacteria","Propionibacterium","Propionibacterium"
"exWAS","clr","URXUMO","Molybdenum, urine (ug/L)","RSV_genus795",-0.00048146103068534,"negative",2,"Proteobacteria","Brevundimonas","Brevundimonas"
"exWAS","clr","URXUPB","Lead, urine (ug/L)","RSV_genus193",0.0808358551007683,"positive",1,"Actinobacteria","Atopobium","Atopobium"
"exWAS","clr","URXUTM","Urinary Trimethylarsine Oxide (ug/L)","RSV_genus998",5.73380282993382,"positive",1,"Proteobacteria","Ralstonia","Ralstonia"
"exWAS","clr","URXUTM","Urinary Trimethylarsine Oxide (ug/L)","RSV_genus253",3.4193795211873,"positive",2,"Bacteroidetes","Porphyromonas","Porphyromonas"
"exWAS","clr","URXUTM","Urinary Trimethylarsine Oxide (ug/L)","RSV_genus1007",3.34603879196643,"positive",3,"Proteobacteria","Curvibacter","Curvibacter"
"exWAS","clr","URXUTM","Urinary Trimethylarsine Oxide (ug/L)","RSV_genus1238",3.00208070714161,"positive",4,"Proteobacteria","Acinetobacter","Acinetobacter"
"exWAS","clr","URXUTM","Urinary Trimethylarsine Oxide (ug/L)","RSV_genus1198",2.48651697192174,"positive",5,"Proteobacteria","Yersinia","Yersinia"
"exWAS","clr","URXUTM","Urinary Trimethylarsine Oxide (ug/L)","RSV_genus1060",2.32259848471102,"positive",6,"Proteobacteria","Eikenella","Eikenella"
"exWAS","clr","URXUTM","Urinary Trimethylarsine Oxide (ug/L)","RSV_genus1061",2.12963982753395,"positive",7,"Proteobacteria","Kingella","Kingella"
"exWAS","clr","URXUTM","Urinary Trimethylarsine Oxide (ug/L)","RSV_genus555",1.28680510596161,"positive",8,"Firmicutes","Defluviitaleaceae_UCG-011","Defluviitaleaceae"
"exWAS","clr","URXUTM","Urinary Trimethylarsine Oxide (ug/L)","RSV_genus57",0.986580124431728,"positive",9,"Actinobacteria","Mycobacterium","Mycobacterium"
"exWAS","clr","URXUTM","Urinary Trimethylarsine Oxide (ug/L)","RSV_genus244",0.93118014623944,"positive",10,"Bacteroidetes","Coprobacter","Coprobacter"
"exWAS","clr","URXUTM","Urinary Trimethylarsine Oxide (ug/L)","RSV_genus991",0.86617150659885,"positive",11,"Proteobacteria","Burkholderia","Burkholderia"
"exWAS","clr","URXUTM","Urinary Trimethylarsine Oxide (ug/L)","RSV_genus673",-1.8849364338482,"negative",1,"Firmicutes","Ruminococcaceae_UCG-002","Ruminococcaceae"
"exWAS","clr","URXUTM","Urinary Trimethylarsine Oxide (ug/L)","RSV_genus722",-1.40348882201865,"negative",2,"Firmicutes","Phascolarctobacterium","Phascolarctobacterium"
